Time,NetEnergy,DiffEnergy
0.00525,3.49511,0.10017
0.00526786,3.56137,0.0662636
0.0055,3.66154,0.10017
0.00551786,3.72781,0.0662636
0.00575,3.82798,0.10017
0.00576786,3.89424,0.0662636
0.006,3.99441,0.10017
0.00601786,4.06067,0.0662636
0.00625,4.16084,0.10017
0.00626786,4.22711,0.0662636
0.0065,4.32728,0.10017
0.00651786,4.39354,0.0662636
0.00675,4.49371,0.10017
0.00676786,4.55997,0.0662636
0.007,4.66015,0.10017
0.00701786,4.72641,0.0662636
0.00725,4.82658,0.10017
0.00726786,4.89284,0.0662636
0.0075,4.99301,0.10017
0.00751786,5.05928,0.0662636
0.00775,5.15945,0.10017
0.00776786,5.22571,0.0662636
0.008,5.32588,0.10017
0.00801786,5.39214,0.0662636
0.00825,5.49231,0.10017
0.00826786,5.55858,0.0662636
0.0085,5.65875,0.10017
0.00851786,5.72501,0.0662636
0.00875,5.82518,0.10017
0.00876786,5.89144,0.0662636
0.009,5.99162,0.10017
0.00901786,6.05788,0.0662636
0.00925,6.15805,0.10017
0.00926786,6.22431,0.0662636
0.0095,6.32448,0.10017
0.00951786,6.39075,0.0662636
0.00975,6.49092,0.10017
0.00976786,6.55718,0.0662636
0.01,6.65735,0.10017
0.0100179,6.72361,0.0662636
0.01025,6.82378,0.10017
0.0102679,6.89005,0.0662636
0.0105,6.99022,0.10017
0.0105179,7.05648,0.0662636
0.01075,7.15665,0.10017
0.0107679,7.22291,0.0662636
0.011,7.32309,0.10017
0.0110179,7.38935,0.0662636
0.01125,7.48952,0.10017
0.0112679,7.55578,0.0662636
0.0115,7.65595,0.10017
0.0115179,7.72222,0.0662636
0.01175,7.82239,0.10017
0.0117679,7.88865,0.0662636
0.012,7.98882,0.10017
0.0120179,8.05508,0.0662636
0.01225,8.15525,0.10017
0.0122679,8.22152,0.0662636
0.0125,8.32169,0.10017
0.0125179,8.38795,0.0662636
0.01275,8.48812,0.10017
0.0127679,8.55438,0.0662636
0.013,8.65456,0.10017
0.0130179,8.72082,0.0662636
0.01325,8.82099,0.10017
0.0132679,8.88725,0.0662636
0.0135,8.98742,0.10017
0.0135179,9.05369,0.0662636
0.01375,9.15386,0.10017
0.0137679,9.22012,0.0662636
0.014,9.32029,0.10017
0.0140179,9.38655,0.0662636
0.01425,9.48672,0.10017
0.0142679,9.55299,0.0662636
0.0145,9.65316,0.10017
0.0145179,9.71942,0.0662636
0.01475,9.81959,0.10017
0.0147679,9.88585,0.0662636
0.015,9.98603,0.10017
0.0150179,10.0523,0.0662636
0.01525,10.1525,0.10017
0.0152679,10.2187,0.0662636
0.0155,10.3189,0.10017
0.0155179,10.3852,0.0662636
0.01575,10.4853,0.10017
0.0157679,10.5516,0.0662636
0.016,10.6518,0.10017
0.0160179,10.718,0.0662636
0.01625,10.8182,0.10017
0.0162679,10.8845,0.0662636
0.0165,10.9846,0.10017
0.0165179,11.0509,0.0662636
0.01675,11.1511,0.10017
0.0167679,11.2173,0.0662636
0.017,11.3175,0.10017
0.0170179,11.3838,0.0662636
0.01725,11.4839,0.10017
0.0172679,11.5502,0.0662636
0.0175,11.6504,0.10017
0.0175179,11.7166,0.0662636
0.01775,11.8168,0.10017
0.0177679,11.8831,0.0662636
0.018,11.9832,0.10017
0.0180179,12.0495,0.0662636
0.01825,12.1497,0.10017
0.0182679,12.2159,0.0662636
0.0185,12.3161,0.10017
0.0185179,12.3824,0.0662636
0.01875,12.4825,0.10017
0.0187679,12.5488,0.0662636
0.019,12.649,0.10017
0.0190179,12.7152,0.0662636
0.01925,12.8154,0.10017
0.0192679,12.8817,0.0662636
0.0195,12.9818,0.10017
0.0195179,13.0481,0.0662636
0.01975,13.1483,0.10017
0.0197679,13.2145,0.0662636
0.02,13.3147,0.10017
0.0200179,13.381,0.0662636
0.02025,13.4811,0.10017
0.0202679,13.5474,0.0662636
0.0205,13.6476,0.10017
0.0205179,13.7138,0.0662636
0.02075,13.814,0.10017
0.0207679,13.8803,0.0662636
0.021,13.9804,0.10017
0.0210179,14.0467,0.0662636
0.02125,14.1469,0.10017
0.0212679,14.2131,0.0662636
0.0215,14.3133,0.10017
0.0215179,14.3796,0.0662636
0.02175,14.4797,0.10017
0.0217679,14.546,0.0662636
0.022,14.6462,0.10017
0.0220179,14.7124,0.0662636
0.0222321,14.8049,0.092464
0.02225,14.8173,0.012401
0.02225,14.8173,1.2945e-06
0.0222679,14.8836,0.0662636
0.0224821,14.976,0.092464
0.0225,14.9884,0.012401
0.0225,14.9884,1.2945e-06
0.0225179,15.0547,0.0662636
0.0227321,15.1472,0.092464
0.02275,15.1596,0.012401
0.02275,15.1596,1.2945e-06
0.0227679,15.2258,0.0662636
0.0229821,15.3183,0.092464
0.023,15.3307,0.012401
0.023,15.3307,1.2945e-06
0.0230179,15.397,0.0662636
0.0232321,15.4894,0.092464
0.02325,15.5018,0.012401
0.02325,15.5018,1.2945e-06
0.0232679,15.5681,0.0662636
0.0234821,15.6605,0.092464
0.0235,15.6729,0.012401
0.0235,15.6729,1.2945e-06
0.0235179,15.7392,0.0662636
0.0237321,15.8317,0.092464
0.02375,15.8441,0.012401
0.02375,15.8441,1.2945e-06
0.0237679,15.9103,0.0662636
0.0239821,16.0028,0.092464
0.024,16.0152,0.012401
0.024,16.0152,1.2945e-06
0.0240179,16.0815,0.0662636
0.0242321,16.1739,0.092464
0.02425,16.1863,0.012401
0.02425,16.1863,1.2945e-06
0.0242679,16.2526,0.0662636
0.0244821,16.3451,0.092464
0.0245,16.3575,0.012401
0.0245,16.3575,1.2945e-06
0.0245179,16.4237,0.0662636
0.0247321,16.5162,0.092464
0.02475,16.5286,0.012401
0.02475,16.5286,1.2945e-06
0.0247679,16.5949,0.0662636
0.0249821,16.6873,0.092464
0.025,16.6997,0.012401
0.025,16.6997,1.2945e-06
0.0250179,16.766,0.0662636
0.0252321,16.8585,0.092464
0.02525,16.8709,0.012401
0.02525,16.8709,1.2945e-06
0.0252679,16.9371,0.0662636
0.0254821,17.0296,0.092464
0.0255,17.042,0.012401
0.0255,17.042,1.2945e-06
0.0255179,17.1083,0.0662636
0.0257321,17.2007,0.092464
0.02575,17.2131,0.012401
0.02575,17.2131,1.2945e-06
0.0257679,17.2794,0.0662636
0.0259821,17.3718,0.092464
0.026,17.3842,0.012401
0.026,17.3842,1.2945e-06
0.0260179,17.4505,0.0662636
0.0262321,17.543,0.092464
0.02625,17.5554,0.012401
0.02625,17.5554,1.2945e-06
0.0262679,17.6216,0.0662636
0.0264821,17.7141,0.092464
0.0265,17.7265,0.012401
0.0265,17.7265,1.2945e-06
0.0265179,17.7928,0.0662636
0.0267321,17.8852,0.092464
0.02675,17.8976,0.012401
0.02675,17.8976,1.2945e-06
0.0267679,17.9639,0.0662636
0.0269821,18.0564,0.092464
0.027,18.0688,0.012401
0.027,18.0688,1.2945e-06
0.0270179,18.135,0.0662636
0.0272321,18.2275,0.092464
0.02725,18.2399,0.012401
0.02725,18.2399,1.2945e-06
0.0272679,18.3062,0.0662636
0.0274821,18.3986,0.092464
0.0275,18.411,0.012401
0.0275,18.411,1.2945e-06
0.0275179,18.4773,0.0662636
0.0277321,18.5698,0.092464
0.02775,18.5822,0.012401
0.02775,18.5822,1.2945e-06
0.0277679,18.6484,0.0662636
0.0279821,18.7409,0.092464
0.028,18.7533,0.012401
0.028,18.7533,1.2945e-06
0.0280179,18.8196,0.0662636
0.0282321,18.912,0.092464
0.02825,18.9244,0.012401
0.02825,18.9244,1.2945e-06
0.0282679,18.9907,0.0662636
0.0284821,19.0831,0.092464
0.0285,19.0955,0.012401
0.0285,19.0955,1.2945e-06
0.0285179,19.1618,0.0662636
0.0287321,19.2543,0.092464
0.02875,19.2667,0.012401
0.02875,19.2667,1.2945e-06
0.0287679,19.3329,0.0662636
0.0289821,19.4254,0.092464
0.029,19.4378,0.012401
0.029,19.4378,1.2945e-06
0.0290179,19.5041,0.0662636
0.0292321,19.5965,0.092464
0.02925,19.6089,0.012401
0.02925,19.6089,1.2945e-06
0.0292679,19.6752,0.0662636
0.0294821,19.7677,0.092464
0.0295,19.7801,0.012401
0.0295,19.7801,1.2945e-06
0.0295179,19.8463,0.0662636
0.0297321,19.9388,0.092464
0.02975,19.9512,0.012401
0.02975,19.9512,1.2945e-06
0.0297679,20.0175,0.0662636
0.0299821,20.1099,0.092464
0.03,20.1223,0.012401
0.03,20.1223,1.2945e-06
0.0300179,20.1886,0.0662636
0.0302321,20.2811,0.092464
0.03025,20.2935,0.012401
0.03025,20.2935,1.2945e-06
0.0302679,20.3597,0.0662636
0.0304821,20.4522,0.092464
0.0305,20.4646,0.012401
0.0305,20.4646,1.2945e-06
0.0305179,20.5308,0.0662636
0.0307321,20.6233,0.092464
0.03075,20.6357,0.012401
0.03075,20.6357,1.2945e-06
0.0307679,20.702,0.0662636
0.0309821,20.7944,0.092464
0.031,20.8068,0.012401
0.031,20.8068,1.2945e-06
0.0310179,20.8731,0.0662636
0.0312321,20.9656,0.092464
0.03125,20.978,0.012401
0.03125,20.978,1.2945e-06
0.0312679,21.0442,0.0662636
0.0314821,21.1367,0.092464
0.0315,21.1491,0.012401
0.0315,21.1491,1.2945e-06
0.0315179,21.2154,0.0662636
0.0317321,21.3078,0.092464
0.03175,21.3202,0.012401
0.03175,21.3202,1.2945e-06
0.0317679,21.3865,0.0662636
0.0319821,21.479,0.092464
0.032,21.4914,0.012401
0.032,21.4914,1.2945e-06
0.0320179,21.5576,0.0662636
0.0322321,21.6501,0.092464
0.03225,21.6625,0.012401
0.03225,21.6625,1.2945e-06
0.0322679,21.7288,0.0662636
0.0324821,21.8212,0.092464
0.0325,21.8336,0.012401
0.0325,21.8336,1.2945e-06
0.0325179,21.8999,0.0662636
0.0327321,21.9924,0.092464
0.03275,22.0048,0.012401
0.03275,22.0048,1.2945e-06
0.0327679,22.071,0.0662636
0.0329821,22.1635,0.092464
0.033,22.1759,0.012401
0.033,22.1759,1.2945e-06
0.0330179,22.2421,0.0662636
0.0332321,22.3346,0.092464
0.03325,22.347,0.012401
0.03325,22.347,1.2945e-06
0.0332679,22.4133,0.0662636
0.0334821,22.5057,0.092464
0.0335,22.5181,0.012401
0.0335,22.5181,1.2945e-06
0.0335179,22.5844,0.0662636
0.0337321,22.6769,0.092464
0.03375,22.6893,0.012401
0.03375,22.6893,1.2945e-06
0.0337679,22.7555,0.0662636
0.0339821,22.848,0.092464
0.034,22.8604,0.012401
0.034,22.8604,1.2945e-06
0.0340179,22.9267,0.0662636
0.0342321,23.0191,0.092464
0.03425,23.0315,0.012401
0.03425,23.0315,1.2945e-06
0.0342679,23.0978,0.0662636
0.0344821,23.1903,0.092464
0.0345,23.2027,0.012401
0.0345,23.2027,1.2945e-06
0.0345179,23.2689,0.0662636
0.0347321,23.3614,0.092464
0.03475,23.3738,0.012401
0.03475,23.3738,1.2945e-06
0.0347679,23.4401,0.0662636
0.0349821,23.5325,0.092464
0.035,23.5449,0.012401
0.035,23.5449,1.2945e-06
0.0350179,23.6112,0.0662636
0.0352321,23.7037,0.092464
0.03525,23.7161,0.012401
0.03525,23.7161,1.2945e-06
0.0352679,23.7823,0.0662636
0.0354821,23.8748,0.092464
0.0355,23.8872,0.012401
0.0355,23.8872,1.2945e-06
0.0355179,23.9534,0.0662636
0.0357321,24.0459,0.092464
0.03575,24.0583,0.012401
0.03575,24.0583,1.2945e-06
0.0357679,24.1246,0.0662636
0.0359821,24.217,0.092464
0.036,24.2294,0.012401
0.036,24.2294,1.2945e-06
0.0360179,24.2957,0.0662636
0.0362321,24.3882,0.092464
0.03625,24.4006,0.012401
0.03625,24.4006,1.2945e-06
0.0362679,24.4668,0.0662636
0.0364821,24.5593,0.092464
0.0365,24.5717,0.012401
0.0365,24.5717,1.2945e-06
0.0365179,24.638,0.0662636
0.0367321,24.7304,0.092464
0.03675,24.7428,0.012401
0.03675,24.7428,1.2945e-06
0.0367679,24.8091,0.0662636
0.0369821,24.9016,0.092464
0.037,24.914,0.012401
0.037,24.914,1.2945e-06
0.0370179,24.9802,0.0662636
0.0372321,25.0727,0.092464
0.03725,25.0851,0.012401
0.03725,25.0851,1.2945e-06
0.0372679,25.1514,0.0662636
0.0374821,25.2438,0.092464
0.0375,25.2562,0.012401
0.0375,25.2562,1.2945e-06
0.0375179,25.3225,0.0662636
0.0377321,25.415,0.092464
0.03775,25.4274,0.012401
0.03775,25.4274,1.2945e-06
0.0377679,25.4936,0.0662636
0.0379821,25.5861,0.092464
0.038,25.5985,0.012401
0.038,25.5985,1.2945e-06
0.0380179,25.6647,0.0662636
0.0382321,25.7572,0.092464
0.03825,25.7696,0.012401
0.03825,25.7696,1.2945e-06
0.0382679,25.8359,0.0662636
0.0384821,25.9283,0.092464
0.0385,25.9407,0.012401
0.0385,25.9407,1.2945e-06
0.0385179,26.007,0.0662636
0.0387321,26.0995,0.092464
0.03875,26.1119,0.012401
0.03875,26.1119,1.2945e-06
0.0387679,26.1781,0.0662636
0.0389821,26.2706,0.092464
0.039,26.283,0.012401
0.039,26.283,1.2945e-06
0.0390179,26.3493,0.0662636
0.0392321,26.4417,0.092464
0.03925,26.4541,0.012401
0.03925,26.4541,1.2945e-06
0.0392679,26.5204,0.0662636
0.0394821,26.6129,0.092464
0.0395,26.6253,0.012401
0.0395,26.6253,1.2945e-06
0.0395179,26.6915,0.0662636
0.0397321,26.784,0.092464
0.03975,26.7964,0.012401
0.03975,26.7964,1.2945e-06
0.0397679,26.8627,0.0662636
0.0399821,26.9551,0.092464
0.04,26.9675,0.012401
0.04,26.9675,1.2945e-06
0.0400179,27.0338,0.0662636
0.0402321,27.1262,0.092464
0.04025,27.1387,0.012401
0.04025,27.1387,1.2945e-06
0.0402679,27.2049,0.0662636
0.0404821,27.2974,0.092464
0.0405,27.3098,0.012401
0.0405,27.3098,1.2945e-06
0.0405179,27.376,0.0662636
0.0407321,27.4685,0.092464
0.04075,27.4809,0.012401
0.04075,27.4809,1.2945e-06
0.0407679,27.5472,0.0662636
0.0409821,27.6396,0.092464
0.041,27.652,0.012401
0.041,27.652,1.2945e-06
0.0410179,27.7183,0.0662636
0.0412321,27.8108,0.092464
0.04125,27.8232,0.012401
0.04125,27.8232,1.2945e-06
0.0412679,27.8894,0.0662636
0.0414821,27.9819,0.092464
0.0415,27.9943,0.012401
0.0415,27.9943,1.2945e-06
0.0415179,28.0606,0.0662636
0.0417321,28.153,0.092464
0.04175,28.1654,0.012401
0.04175,28.1654,1.2945e-06
0.0417679,28.2317,0.0662636
0.0419821,28.3242,0.092464
0.042,28.3366,0.012401
0.042,28.3366,1.2945e-06
0.0420179,28.4028,0.0662636
0.0422321,28.4953,0.092464
0.04225,28.5077,0.012401
0.04225,28.5077,1.2945e-06
0.0422679,28.574,0.0662636
0.0424821,28.6664,0.092464
0.0425,28.6788,0.012401
0.0425,28.6788,1.2945e-06
0.0425179,28.7451,0.0662636
0.0427321,28.8375,0.092464
0.04275,28.8499,0.012401
0.04275,28.85,1.2945e-06
0.0427679,28.9162,0.0662636
0.0429821,29.0087,0.092464
0.043,29.0211,0.012401
0.043,29.0211,1.2945e-06
0.0430179,29.0873,0.0662636
0.0432321,29.1798,0.092464
0.04325,29.1922,0.012401
0.04325,29.1922,1.2945e-06
0.0432679,29.2585,0.0662636
0.0434821,29.3509,0.092464
0.0435,29.3633,0.012401
0.0435,29.3633,1.2945e-06
0.0435179,29.4296,0.0662636
0.0437321,29.5221,0.092464
0.04375,29.5345,0.012401
0.04375,29.5345,1.2945e-06
0.0437679,29.6007,0.0662636
0.0439821,29.6932,0.092464
0.044,29.7056,0.012401
0.044,29.7056,1.2945e-06
0.0440179,29.7719,0.0662636
0.0442321,29.8643,0.092464
0.04425,29.8767,0.012401
0.04425,29.8767,1.2945e-06
0.0442679,29.943,0.0662636
0.0444821,30.0355,0.092464
0.0445,30.0479,0.012401
0.0445,30.0479,1.2945e-06
0.0445179,30.1141,0.0662636
0.0447321,30.2066,0.092464
0.04475,30.219,0.012401
0.04475,30.219,1.2945e-06
0.0447679,30.2853,0.0662636
0.0449821,30.3777,0.092464
0.045,30.3901,0.012401
0.045,30.3901,1.2945e-06
0.0450179,30.4564,0.0662636
0.0452321,30.5488,0.092464
0.04525,30.5612,0.012401
0.04525,30.5612,1.2945e-06
0.0452679,30.6275,0.0662636
0.0454821,30.72,0.092464
0.0455,30.7324,0.012401
0.0455,30.7324,1.2945e-06
0.0455179,30.7986,0.0662636
0.0457321,30.8911,0.092464
0.04575,30.9035,0.012401
0.04575,30.9035,1.2945e-06
0.0457679,30.9698,0.0662636
0.0459821,31.0622,0.092464
0.046,31.0746,0.012401
0.046,31.0746,1.2945e-06
0.0460179,31.1409,0.0662636
0.0462321,31.2334,0.092464
0.04625,31.2458,0.012401
0.04625,31.2458,1.2945e-06
0.0462679,31.312,0.0662636
0.0464821,31.4045,0.092464
0.0465,31.4169,0.012401
0.0465,31.4169,1.2945e-06
0.0465179,31.4832,0.0662636
0.0467321,31.5756,0.092464
0.04675,31.588,0.012401
0.04675,31.588,1.2945e-06
0.0467679,31.6543,0.0662636
0.0469821,31.7468,0.092464
0.047,31.7592,0.012401
0.047,31.7592,1.2945e-06
0.0470179,31.8254,0.0662636
0.0472321,31.9179,0.092464
0.04725,31.9303,0.012401
0.04725,31.9303,1.2945e-06
0.0472679,31.9966,0.0662636
0.0474821,32.089,0.092464
0.0475,32.1014,0.012401
0.0475,32.1014,1.2945e-06
0.0475179,32.1677,0.0662636
0.0477321,32.2601,0.092464
0.04775,32.2725,0.012401
0.04775,32.2725,1.2945e-06
0.0477679,32.3388,0.0662636
0.0479821,32.4313,0.092464
0.048,32.4437,0.012401
0.048,32.4437,1.2945e-06
0.0480179,32.5099,0.0662636
0.0482321,32.6024,0.092464
0.04825,32.6148,0.012401
0.04825,32.6148,1.2945e-06
0.0482679,32.6811,0.0662636
0.0484821,32.7735,0.092464
0.0485,32.7859,0.012401
0.0485,32.7859,1.2945e-06
0.0485179,32.8522,0.0662636
0.0487321,32.9447,0.092464
0.04875,32.9571,0.012401
0.04875,32.9571,1.2945e-06
0.0487679,33.0233,0.0662636
0.0489821,33.1158,0.092464
0.049,33.1282,0.012401
0.049,33.1282,1.2945e-06
0.0490179,33.1945,0.0662636
0.0492321,33.2869,0.092464
0.04925,33.2993,0.012401
0.04925,33.2993,1.2945e-06
0.0492679,33.3656,0.0662636
0.0494821,33.4581,0.092464
0.0495,33.4705,0.012401
0.0495,33.4705,1.2945e-06
0.0495179,33.5367,0.0662636
0.0497321,33.6292,0.092464
0.04975,33.6416,0.012401
0.04975,33.6416,1.2945e-06
0.0497679,33.7079,0.0662636
0.0499821,33.8003,0.092464
0.05,33.8127,0.012401
0.05,33.8127,1.2945e-06
0.0500179,33.879,0.0662636
0.0502321,33.9714,0.092464
0.05025,33.9838,0.012401
0.05025,33.9838,1.2945e-06
0.0502679,34.0501,0.0662636
0.0504821,34.1426,0.092464
0.0505,34.155,0.012401
0.0505,34.155,1.2945e-06
0.0505179,34.2212,0.0662636
0.0507321,34.3137,0.092464
0.05075,34.3261,0.012401
0.05075,34.3261,1.2945e-06
0.0507679,34.3924,0.0662636
0.0509821,34.4848,0.092464
0.051,34.4972,0.012401
0.051,34.4972,1.2945e-06
0.0510179,34.5635,0.0662636
0.0512321,34.656,0.092464
0.05125,34.6684,0.012401
0.05125,34.6684,1.2945e-06
0.0512679,34.7346,0.0662636
0.0514821,34.8271,0.092464
0.0515,34.8395,0.012401
0.0515,34.8395,1.2945e-06
0.0515179,34.9058,0.0662636
0.0517321,34.9982,0.092464
0.05175,35.0106,0.012401
0.05175,35.0106,1.2945e-06
0.0517679,35.0769,0.0662636
0.0519821,35.1694,0.092464
0.052,35.1818,0.012401
0.052,35.1818,1.2945e-06
0.0520179,35.248,0.0662636
0.0522321,35.3405,0.092464
0.05225,35.3529,0.012401
0.05225,35.3529,1.2945e-06
0.0522679,35.4191,0.0662636
0.0524821,35.5116,0.092464
0.0525,35.524,0.012401
0.0525,35.524,1.2945e-06
0.0525179,35.5903,0.0662636
0.0527321,35.6827,0.092464
0.05275,35.6951,0.012401
0.05275,35.6951,1.2945e-06
0.0527679,35.7614,0.0662636
0.0529821,35.8539,0.092464
0.053,35.8663,0.012401
0.053,35.8663,1.2945e-06
0.0530179,35.9325,0.0662636
0.0532321,36.025,0.092464
0.05325,36.0374,0.012401
0.05325,36.0374,1.2945e-06
0.0532679,36.1037,0.0662636
0.0534821,36.1961,0.092464
0.0535,36.2085,0.012401
0.0535,36.2085,1.2945e-06
0.0535179,36.2748,0.0662636
0.0537321,36.3673,0.092464
0.05375,36.3797,0.012401
0.05375,36.3797,1.2945e-06
0.0537679,36.4459,0.0662636
0.0539821,36.5384,0.092464
0.054,36.5508,0.012401
0.054,36.5508,1.2945e-06
0.0540179,36.6171,0.0662636
0.0542321,36.7095,0.092464
0.05425,36.7219,0.012401
0.05425,36.7219,1.2945e-06
0.0542679,36.7882,0.0662636
0.0544821,36.8807,0.092464
0.0545,36.8931,0.012401
0.0545,36.8931,1.2945e-06
0.0545179,36.9593,0.0662636
0.0547321,37.0518,0.092464
0.05475,37.0642,0.012401
0.05475,37.0642,1.2945e-06
0.0547679,37.1304,0.0662636
0.0549821,37.2229,0.092464
0.055,37.2353,0.012401
0.055,37.2353,1.2945e-06
0.0550179,37.3016,0.0662636
0.0552321,37.394,0.092464
0.05525,37.4064,0.012401
0.05525,37.4064,1.2945e-06
0.0552679,37.4727,0.0662636
0.0554821,37.5652,0.092464
0.0555,37.5776,0.012401
0.0555,37.5776,1.2945e-06
0.0555179,37.6438,0.0662636
0.0557321,37.7363,0.092464
0.05575,37.7487,0.012401
0.05575,37.7487,1.2945e-06
0.0557679,37.815,0.0662636
0.0559821,37.9074,0.092464
0.056,37.9198,0.012401
0.056,37.9198,1.2945e-06
0.0560179,37.9861,0.0662636
0.0562321,38.0786,0.092464
0.05625,38.091,0.012401
0.05625,38.091,1.2945e-06
0.0562679,38.1572,0.0662636
0.0564821,38.2497,0.092464
0.0565,38.2621,0.012401
0.0565,38.2621,1.2945e-06
0.0565179,38.3284,0.0662636
0.0567321,38.4208,0.092464
0.05675,38.4332,0.012401
0.05675,38.4332,1.2945e-06
0.0567679,38.4995,0.0662636
0.0569821,38.592,0.092464
0.057,38.6044,0.012401
0.057,38.6044,1.2945e-06
0.0570179,38.6706,0.0662636
0.0572321,38.7631,0.092464
0.05725,38.7755,0.012401
0.05725,38.7755,1.2945e-06
0.0572679,38.8417,0.0662636
0.0574821,38.9342,0.092464
0.0575,38.9466,0.012401
0.0575,38.9466,1.2945e-06
0.0575179,39.0129,0.0662636
0.0577321,39.1053,0.092464
0.05775,39.1177,0.012401
0.05775,39.1177,1.2945e-06
0.0577679,39.184,0.0662636
0.0579821,39.2765,0.092464
0.058,39.2889,0.012401
0.058,39.2889,1.2945e-06
0.0580179,39.3551,0.0662636
0.0582321,39.4476,0.092464
0.05825,39.46,0.012401
0.05825,39.46,1.2945e-06
0.0582679,39.5263,0.0662636
0.0584821,39.6187,0.092464
0.0585,39.6311,0.012401
0.0585,39.6311,1.2945e-06
0.0585179,39.6974,0.0662636
0.0587321,39.7899,0.092464
0.05875,39.8023,0.012401
0.05875,39.8023,1.2945e-06
0.0587679,39.8685,0.0662636
0.0589821,39.961,0.092464
0.059,39.9734,0.012401
0.059,39.9734,1.2945e-06
0.0590179,40.0397,0.0662636
0.0592321,40.1321,0.092464
0.05925,40.1445,0.012401
0.05925,40.1445,1.2945e-06
0.0592679,40.2108,0.0662636
0.0594821,40.3032,0.092464
0.0595,40.3157,0.012401
0.0595,40.3157,1.2945e-06
0.0595179,40.3819,0.0662636
0.0597321,40.4744,0.092464
0.05975,40.4868,0.012401
0.05975,40.4868,1.2945e-06
0.0597679,40.553,0.0662636
0.0599821,40.6455,0.092464
0.06,40.6579,0.012401
0.06,40.6579,1.2945e-06
0.0600179,40.7242,0.0662636
0.0602321,40.8166,0.092464
0.06025,40.829,0.012401
0.06025,40.829,1.2945e-06
0.0602679,40.8953,0.0662636
0.0604821,40.9878,0.092464
0.0605,41.0002,0.012401
0.0605,41.0002,1.2945e-06
0.0605179,41.0664,0.0662636
0.0607321,41.1589,0.092464
0.06075,41.1713,0.012401
0.06075,41.1713,1.2945e-06
0.0607679,41.2376,0.0662636
0.0609821,41.33,0.092464
0.061,41.3424,0.012401
0.061,41.3424,1.2945e-06
0.0610179,41.4087,0.0662636
0.0612321,41.5012,0.092464
0.06125,41.5136,0.012401
0.06125,41.5136,1.2945e-06
0.0612679,41.5798,0.0662636
0.0614821,41.6723,0.092464
0.0615,41.6847,0.012401
0.0615,41.6847,1.2945e-06
0.0615179,41.751,0.0662636
0.0617321,41.8434,0.092464
0.06175,41.8558,0.012401
0.06175,41.8558,1.2945e-06
0.0617679,41.9221,0.0662636
0.0619821,42.0145,0.092464
0.062,42.0269,0.012401
0.062,42.027,1.2945e-06
0.0620179,42.0932,0.0662636
0.0622321,42.1857,0.092464
0.06225,42.1981,0.012401
0.06225,42.1981,1.2945e-06
0.0622679,42.2643,0.0662636
0.0624821,42.3568,0.092464
0.0625,42.3692,0.012401
0.0625,42.3692,1.2945e-06
0.0625179,42.4355,0.0662636
0.0627321,42.5279,0.092464
0.06275,42.5403,0.012401
0.06275,42.5403,1.2945e-06
0.0627679,42.6066,0.0662636
0.0629821,42.6991,0.092464
0.063,42.7115,0.012401
0.063,42.7115,1.2945e-06
0.0630179,42.7777,0.0662636
0.0632321,42.8702,0.092464
0.06325,42.8826,0.012401
0.06325,42.8826,1.2945e-06
0.0632679,42.9489,0.0662636
0.0634821,43.0413,0.092464
0.0635,43.0537,0.012401
0.0635,43.0537,1.2945e-06
0.0635179,43.12,0.0662636
0.0637321,43.2125,0.092464
0.06375,43.2249,0.012401
0.06375,43.2249,1.2945e-06
0.0637679,43.2911,0.0662636
0.0639821,43.3836,0.092464
0.064,43.396,0.012401
0.064,43.396,1.2945e-06
0.0640179,43.4623,0.0662636
0.0642321,43.5547,0.092464
0.06425,43.5671,0.012401
0.06425,43.5671,1.2945e-06
0.0642679,43.6334,0.0662636
0.0644821,43.7258,0.092464
0.0645,43.7382,0.012401
0.0645,43.7382,1.2945e-06
0.0645179,43.8045,0.0662636
0.0647321,43.897,0.092464
0.06475,43.9094,0.012401
0.06475,43.9094,1.2945e-06
0.0647679,43.9756,0.0662636
0.0649821,44.0681,0.092464
0.065,44.0805,0.012401
0.065,44.0805,1.2945e-06
0.0650179,44.1468,0.0662636
0.0652321,44.2392,0.092464
0.06525,44.2516,0.012401
0.06525,44.2516,1.2945e-06
0.0652679,44.3179,0.0662636
0.0654821,44.4104,0.092464
0.0655,44.4228,0.012401
0.0655,44.4228,1.2945e-06
0.0655179,44.489,0.0662636
0.0657321,44.5815,0.092464
0.06575,44.5939,0.012401
0.06575,44.5939,1.2945e-06
0.0657679,44.6602,0.0662636
0.0659821,44.7526,0.092464
0.066,44.765,0.012401
0.066,44.765,1.2945e-06
0.0660179,44.8313,0.0662636
0.0662321,44.9238,0.092464
0.06625,44.9362,0.012401
0.06625,44.9362,1.2945e-06
0.0662679,45.0024,0.0662636
0.0664821,45.0949,0.092464
0.0665,45.1073,0.012401
0.0665,45.1073,1.2945e-06
0.0665179,45.1736,0.0662636
0.0667321,45.266,0.092464
0.06675,45.2784,0.012401
0.06675,45.2784,1.2945e-06
0.0667679,45.3447,0.0662636
0.0669821,45.4371,0.092464
0.067,45.4495,0.012401
0.067,45.4495,1.2945e-06
0.0670179,45.5158,0.0662636
0.0672321,45.6083,0.092464
0.06725,45.6207,0.012401
0.06725,45.6207,1.2945e-06
0.0672679,45.6869,0.0662636
0.0674821,45.7794,0.092464
0.0675,45.7918,0.012401
